App,Category,Size,Type,ContentRating,Genres,AndroidVersion,Reviews,Rating,Installs,Price
Neighborhoods & Apartments,LIFESTYLE,3.0M,Free,Everyone,Lifestyle,4.0 and up,2042,3.9,100000,0
Keller Williams Real Estate,LIFESTYLE,22M,Free,Everyone,Lifestyle,4.0.3 and up,13213,4.4,1000000,0
Relax Rain ~ Rain Sounds,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,118034,4.6,5000000,0
Relax Ocean ~ Nature Sounds,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,9464,4.5,500000,0
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,7.5M,Free,Everyone,Lifestyle,4.0 and up,10097,4.5,500000,0
Nature Sounds,LIFESTYLE,24M,Free,Everyone,Lifestyle,4.0.3 and up,28588,4.8,1000000,0
SleepyTime: Bedtime Calculator,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,19621,4.4,500000,0
White Noise Baby,LIFESTYLE,44M,Free,Everyone,Lifestyle,4.1 and up,10544,4.5,1000000,0
White Noise ~ Sleeping Sounds,LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,4427,4.5,100000,0
"Journey - Diary, Journal",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle,Varies with device,50338,4.6,1000000,0
7 Day Food Journal Challenge,LIFESTYLE,14M,Free,Teen,Lifestyle,4.0.3 and up,3346,4.5,100000,0
ROBLOX,GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4447388,4.5,100000000,0
Subway Surfers,GAME,76M,Free,Everyone 10+,Arcade,4.1 and up,27722264,4.5,1000000000,0
Candy Crush Saga,GAME,74M,Free,Everyone,Casual,4.1 and up,22426677,4.4,500000000,0
Solitaire,GAME,23M,Free,Everyone,Card,4.1 and up,254258,4.7,10000000,0
Bubble Shooter,GAME,46M,Free,Everyone,Casual,4.0.3 and up,148897,4.5,10000000,0
Hello Kitty Nail Salon,GAME,24M,Free,Everyone,Casual;Pretend Play,4.1 and up,369203,4.2,50000000,0
slither,GAME,Varies with device,Free,Everyone,Action,2.3 and up,5234162,4.4,100000000,0
Clash Royale,GAME,97M,Free,Everyone 10+,Strategy,4.1 and up,23133508,4.6,100000000,0
Temple Run 2,GAME,62M,Free,Everyone,Action,4.0 and up,8118609,4.3,500000000,0
Pou,GAME,24M,Free,Everyone,Casual,4.0 and up,10485308,4.3,500000000,0
Helix Jump,GAME,33M,Free,Everyone,Action,4.1 and up,1497361,4.2,100000000,0
Block Puzzle,GAME,7.8M,Free,Everyone,Puzzle,2.3 and up,59800,4.6,5000000,0
Angry Birds Rio,GAME,46M,Free,Everyone,Arcade,4.1 and up,2610526,4.4,100000000,0
Plants vs. Zombies FREE,GAME,69M,Free,Everyone 10+,Strategy,4.1 and up,4066989,4.4,100000000,0
Sonic Dash,GAME,75M,Free,Everyone,Arcade,4.1 and up,3778921,4.5,100000000,0
Candy Crush Soda Saga,GAME,67M,Free,Everyone,Casual,4.1 and up,6198563,4.4,100000000,0
Zombie Hunter King,GAME,50M,Free,Mature 17+,Action,2.3 and up,10306,4.3,1000000,0
Clash of Clans,GAME,98M,Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,100000000,0
Kick the Buddy,GAME,Varies with device,Free,Teen,Action,4.4 and up,1000417,4.3,50000000,0
Block Puzzle Classic Legend !,GAME,4.9M,Free,Everyone,Puzzle,2.3.3 and up,17039,4.2,5000000,0
PAC-MAN,GAME,37M,Free,Everyone,Arcade,4.1 and up,685981,4.2,100000000,0
Super Jim Jump - pixel 3d,GAME,18M,Free,Everyone,Arcade,4.0 and up,10393,4.5,1000000,0
8 Ball Pool,GAME,52M,Free,Everyone,Sports,4.0.3 and up,14198297,4.5,100000000,0
Magic Tiles 3,GAME,Varies with device,Free,Everyone,Music,4.1 and up,592068,4.5,50000000,0
Bubble Witch 3 Saga,GAME,78M,Free,Everyone,Puzzle,3.0 and up,1732263,4.7,50000000,0
Word Search,GAME,3.9M,Free,Everyone,Word,3.0 and up,295241,4.7,10000000,0
Granny,GAME,59M,Free,Teen,Arcade,4.0 and up,1135631,4.5,50000000,0
Angry Birds Classic,GAME,97M,Free,Everyone,Arcade,4.1 and up,5566669,4.4,100000000,0
Flow Free,GAME,11M,Free,Everyone,Puzzle,4.1 and up,1295557,4.3,100000000,0
Race the Traffic Moto,GAME,38M,Free,Teen,Racing,4.0.3 and up,270687,3.8,10000000,0
Fishdom,GAME,Varies with device,Free,Everyone,Puzzle,4.0.3 and up,2157930,4.6,10000000,0
Galaxy Attack: Alien Shooter,GAME,Varies with device,Free,Everyone,Arcade,4.1 and up,506275,4.6,10000000,0
Zombie Tsunami,GAME,Varies with device,Free,Everyone 10+,Arcade,Varies with device,4920817,4.4,100000000,0
Bubble Shooter 2,GAME,Varies with device,Free,Everyone,Arcade,4.1 and up,23005,4.3,5000000,0
Barbie™ Fashion Closet,GAME,85M,Free,Everyone,Casual;Creativity,4.1 and up,68057,4.1,10000000,0
Candy Crush Jelly Saga,GAME,78M,Free,Everyone,Puzzle,4.0 and up,1300490,4.3,50000000,0
Hill Climb Racing,GAME,63M,Free,Everyone,Racing,4.2 and up,8923587,4.4,100000000,0
Gardenscapes,GAME,Varies with device,Free,Everyone,Casual,4.0.3 and up,4128732,4.6,50000000,0
Marble - Temple Quest,GAME,24M,Free,Everyone,Puzzle,4.0.3 and up,42053,4.3,10000000,0
Shooting King,GAME,69M,Free,Everyone 10+,Sports,4.0.3 and up,257724,4.4,10000000,0
Zombie Catchers,GAME,75M,Free,Everyone,Action,4.1 and up,990491,4.7,10000000,0
Minion Rush: Despicable Me Official Game,GAME,Varies with device,Free,Everyone 10+,Casual;Action & Adventure,Varies with device,10216538,4.5,100000000,0
Farm Heroes Saga,GAME,70M,Free,Everyone,Casual,2.3 and up,7614130,4.4,100000000,0
Geometry Dash World,GAME,63M,Free,Everyone,Arcade,4.0 and up,760628,4.6,10000000,0
My Talking Angela,GAME,99M,Free,Everyone,Casual,4.1 and up,9881829,4.5,100000000,0
Cut the Rope FULL FREE,GAME,49M,Free,Everyone,Puzzle,4.1 and up,2123381,4.4,100000000,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,Varies with device,Free,Mature 17+,Action,Varies with device,7671249,4.6,100000000,0
Subway Surfers,GAME,76M,Free,Everyone 10+,Arcade,4.1 and up,27723193,4.5,1000000000,0
ROBLOX,GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4447346,4.5,100000000,0
Pou,GAME,24M,Free,Everyone,Casual,4.0 and up,10485334,4.3,500000000,0
8 Ball Pool,GAME,52M,Free,Everyone,Sports,4.0.3 and up,14198602,4.5,100000000,0
Clash of Clans,GAME,98M,Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,100000000,0
Candy Crush Saga,GAME,74M,Free,Everyone,Casual,4.1 and up,22428456,4.4,500000000,0
Plants vs. Zombies FREE,GAME,69M,Free,Everyone 10+,Strategy,4.1 and up,4066980,4.4,100000000,0
Cooking Fever,GAME,82M,Free,Everyone,Arcade,4.0.3 and up,3197865,4.5,100000000,0
Toon Blast,GAME,Varies with device,Free,Everyone,Puzzle,4.1 and up,1351068,4.7,10000000,0
Score! Hero,GAME,96M,Free,Everyone,Sports,4.4 and up,5418675,4.6,100000000,0
My Talking Angela,GAME,99M,Free,Everyone,Casual,4.1 and up,9881908,4.5,100000000,0
Bubble Shooter,GAME,46M,Free,Everyone,Casual,4.0.3 and up,148895,4.5,10000000,0
Toy Blast,GAME,Varies with device,Free,Everyone,Puzzle,4.1 and up,1889250,4.7,50000000,0
Miraculous Ladybug & Cat Noir - The Official Game,GAME,99M,Free,Everyone,Action,4.4 and up,183846,4.5,10000000,0
Wordscapes,GAME,87M,Free,Everyone,Word,4.1 and up,230710,4.8,10000000,0
Word Search,GAME,3.9M,Free,Everyone,Word,3.0 and up,295305,4.7,10000000,0
Candy Crush Soda Saga,GAME,67M,Free,Everyone,Casual,4.1 and up,6198880,4.4,100000000,0
Fishdom,GAME,Varies with device,Free,Everyone,Puzzle,4.0.3 and up,2157930,4.6,10000000,0
Garena Free Fire,GAME,53M,Free,Teen,Action,4.0.3 and up,5465624,4.5,100000000,0
Block Puzzle,GAME,7.8M,Free,Everyone,Puzzle,2.3 and up,59854,4.6,5000000,0
Bowmasters,GAME,Varies with device,Free,Teen,Action,4.1 and up,1534466,4.7,50000000,0
Clash Royale,GAME,97M,Free,Everyone 10+,Strategy,4.1 and up,23134775,4.6,100000000,0
My Talking Tom,GAME,Varies with device,Free,Everyone,Casual,4.1 and up,14891223,4.5,500000000,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,Varies with device,Free,Mature 17+,Action,Varies with device,7672495,4.6,100000000,0
Granny,GAME,59M,Free,Teen,Arcade,4.0 and up,1137271,4.5,50000000,0
Galaxy Attack: Alien Shooter,GAME,Varies with device,Free,Everyone,Arcade,4.1 and up,506275,4.6,10000000,0
Angry Birds Rio,GAME,46M,Free,Everyone,Arcade,4.1 and up,2610622,4.4,100000000,0
Zombie Catchers,GAME,75M,Free,Everyone,Action,4.1 and up,990586,4.7,10000000,0
Zombie Hunter King,GAME,50M,Free,Mature 17+,Action,2.3 and up,10354,4.3,1000000,0
Temple Run 2,GAME,62M,Free,Everyone,Action,4.0 and up,8118937,4.3,500000000,0
Zombie Tsunami,GAME,Varies with device,Free,Everyone 10+,Arcade,Varies with device,4921122,4.4,100000000,0
Jungle Marble Blast,GAME,23M,Free,Everyone,Casual,4.0.3 and up,18985,4.3,5000000,0
Rider,GAME,72M,Free,Teen,Arcade,4.0.3 and up,655067,4.5,10000000,0
Farm Heroes Saga,GAME,70M,Free,Everyone,Casual,2.3 and up,7614271,4.4,100000000,0
Super Jim Jump - pixel 3d,GAME,18M,Free,Everyone,Arcade,4.0 and up,10434,4.5,1000000,0
Roll the Ball® - slide puzzle,GAME,35M,Free,Everyone,Puzzle,4.1 and up,1385093,4.5,100000000,0
Talking Tom Gold Run,GAME,78M,Free,Everyone,Action,4.1 and up,2698348,4.6,100000000,0
Pixel Art: Color by Number Game,GAME,25M,Free,Everyone,Puzzle,4.3 and up,1125017,4.7,10000000,0
Dream League Soccer 2018,GAME,74M,Free,Everyone,Sports,4.4 and up,9882639,4.6,100000000,0
Angry Birds Classic,GAME,97M,Free,Everyone,Arcade,4.1 and up,5566805,4.4,100000000,0
Fruits Bomb,GAME,17M,Free,Everyone,Casual,4.0.3 and up,74673,4.4,10000000,0
Traffic Racer,GAME,53M,Free,Everyone,Racing,4.1 and up,5387639,4.5,100000000,0
Hill Climb Racing 2,GAME,Varies with device,Free,Everyone,Racing,4.2 and up,2750410,4.6,100000000,0
Flow Free,GAME,11M,Free,Everyone,Puzzle,4.1 and up,1295606,4.3,100000000,0
Knife Hit,GAME,60M,Free,Everyone,Arcade,4.0.3 and up,461137,4.5,10000000,0
Block Craft 3D: Building Simulator Games For Free,GAME,57M,Free,Everyone,Simulation,4.0.3 and up,946926,4.5,50000000,0
Farm Fruit Pop: Party Time,GAME,14M,Free,Everyone,Casual,4.0.3 and up,9305,4.4,1000000,0
ROBLOX,GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4448791,4.5,100000000,0
Helix Jump,GAME,33M,Free,Everyone,Action,4.1 and up,1498648,4.2,100000000,0
Subway Surfers,GAME,76M,Free,Everyone 10+,Arcade,4.1 and up,27724094,4.5,1000000000,0
Candy Crush Saga,GAME,74M,Free,Everyone,Casual,4.1 and up,22428456,4.4,500000000,0
Toon Blast,GAME,Varies with device,Free,Everyone,Puzzle,4.1 and up,1351089,4.7,10000000,0
Love Balls,GAME,40M,Free,Everyone,Puzzle,4.1 and up,360630,4.2,50000000,0
Granny,GAME,59M,Free,Teen,Arcade,4.0 and up,1137267,4.5,50000000,0
8 Ball Pool,GAME,52M,Free,Everyone,Sports,4.0.3 and up,14200344,4.5,100000000,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,Varies with device,Free,Mature 17+,Action,Varies with device,7672495,4.6,100000000,0
Hungry Shark Evolution,GAME,100M,Free,Teen,Arcade,4.1 and up,6074334,4.5,100000000,0
Temple Run 2,GAME,62M,Free,Everyone,Action,4.0 and up,8118937,4.3,500000000,0
Kick the Buddy,GAME,Varies with device,Free,Teen,Action,4.4 and up,1000417,4.3,50000000,0
Magic Tiles 3,GAME,Varies with device,Free,Everyone,Music,4.1 and up,592282,4.5,50000000,0
Bowmasters,GAME,Varies with device,Free,Teen,Action,4.1 and up,1535084,4.7,50000000,0
Piano Tiles 2™,GAME,Varies with device,Free,Everyone,Arcade,4.1 and up,8118880,4.7,100000000,0
Pokémon GO,GAME,85M,Free,Everyone,Adventure,4.4 and up,10424925,4.1,100000000,0
Wordscapes,GAME,87M,Free,Everyone,Word,4.1 and up,230727,4.8,10000000,0
Paint Hit,GAME,33M,Free,Everyone,Casual,5.0 and up,37023,4.4,10000000,0
Snake VS Block,GAME,32M,Free,Teen,Arcade,4.1 and up,422244,4.2,50000000,0
Rolly Vortex,GAME,40M,Free,Teen,Arcade,4.1 and up,98123,4.4,10000000,0
Woody Puzzle,GAME,29M,Free,Everyone,Puzzle,4.4 and up,21262,4.7,1000000,0
Stack Jump,GAME,40M,Free,Teen,Arcade,4.1 and up,118253,4.3,10000000,0
Color by Number – New Coloring Book,GAME,24M,Free,Everyone 10+,Board,4.1 and up,141529,4.7,5000000,0
The Cube,GAME,38M,Free,Everyone,Arcade,4.1 and up,70226,4.2,5000000,0
Extreme Car Driving Simulator,GAME,52M,Free,Everyone,Racing,4.0 and up,2251012,4.3,100000000,0
Bricks n Balls,GAME,Varies with device,Free,Everyone,Casual,4.1 and up,30253,4.4,1000000,0
The Fish Master!,GAME,54M,Free,Everyone,Arcade,4.1 and up,15763,4.1,1000000,0
Color Road,GAME,71M,Free,Everyone,Arcade,4.1 and up,84911,4.1,10000000,0
Draw In,GAME,73M,Free,Everyone,Arcade,4.1 and up,46416,4.2,10000000,0
Block Craft 3D: Building Simulator Games For Free,GAME,57M,Free,Everyone,Simulation,4.0.3 and up,946926,4.5,50000000,0
PLANK!,GAME,38M,Free,Everyone,Arcade,4.3 and up,7196,4.7,500000,0
Looper!,GAME,62M,Free,Everyone,Puzzle,4.1 and up,48256,4.6,1000000,0
Trivia Crack,GAME,95M,Free,Everyone,Trivia,4.1 and up,6427773,4.5,100000000,0
Will it Crush?,GAME,16M,Free,Everyone,Simulation,4.4 and up,25825,3.1,5000000,0
Tomb of the Mask,GAME,39M,Free,Everyone,Action,5.0 and up,55380,4.1,5000000,0
Baseball Boy!,GAME,78M,Free,Everyone,Arcade,4.1 and up,148177,3.4,10000000,0
PUBG MOBILE,GAME,36M,Free,Teen,Action,4.3 and up,3715656,4.4,50000000,0
Episode - Choose Your Story,GAME,Varies with device,Free,Teen,Simulation,Varies with device,1841061,4.3,50000000,0
Hello Stars,GAME,31M,Free,Everyone,Puzzle,4.1 and up,101686,4.6,10000000,0
Run Sausage Run!,GAME,Varies with device,Free,Everyone 10+,Arcade,4.1 and up,275447,4.4,10000000,0
Tank Stars,GAME,98M,Free,Everyone 10+,Arcade,5.0 and up,174755,4.3,10000000,0
Castle Clash: Heroes of the Empire US,GAME,24M,Free,Everyone 10+,Strategy,4.1 and up,4578476,4.6,50000000,0
Hole io,GAME,85M,Free,Teen,Arcade,4.1 and up,145353,4.2,10000000,0
Helix Jump,GAME,33M,Free,Everyone,Action,4.1 and up,1499373,4.2,100000000,0
Mini Golf King - Multiplayer Game,GAME,100M,Free,Everyone,Sports,4.0.3 and up,531458,4.5,5000000,0
PUBG MOBILE,GAME,36M,Free,Teen,Action,4.3 and up,3714270,4.4,50000000,0
Flip the Gun - Simulator Game,GAME,86M,Free,Everyone,Arcade,5.0 and up,195558,4.2,10000000,0
Mad Skills BMX 2,GAME,80M,Free,Everyone,Action,4.1 and up,29940,4.5,1000000,0
Wordscapes,GAME,87M,Free,Everyone,Word,4.1 and up,230727,4.8,10000000,0
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,79M,Free,Everyone,Racing,5.0 and up,41975,4.4,1000000,0
Word Link,GAME,30M,Free,Everyone,Word,4.1 and up,216675,4.6,10000000,0
Last Day on Earth: Survival,GAME,87M,Free,Teen,Action,4.1 and up,2311785,4.5,10000000,0
MARVEL Strike Force,GAME,91M,Free,Teen,Role Playing,4.4 and up,165888,4.3,5000000,0
Partymasters - Fun Idle Game,GAME,63M,Free,Teen,Arcade,5.0 and up,541144,4.6,10000000,0
Harry Potter: Hogwarts Mystery,GAME,Varies with device,Free,Teen,Adventure,4.4 and up,1107310,4.4,10000000,0
Offroad Outlaws,GAME,Varies with device,Free,Everyone,Racing,4.1 and up,29168,4.4,1000000,0
Grim Soul: Dark Fantasy Survival,GAME,95M,Free,Teen,Role Playing,4.1 and up,189773,4.5,5000000,0
DRAGON BALL LEGENDS,GAME,48M,Free,Teen,Action,6.0 and up,337752,4.6,5000000,0
Disney Heroes: Battle Mode,GAME,Varies with device,Free,Everyone 10+,Strategy,Varies with device,102107,4.6,5000000,0
Homescapes,GAME,Varies with device,Free,Everyone,Casual,4.0.3 and up,3093358,4.6,10000000,0
New YAHTZEE® With Buddies Dice Game,GAME,93M,Free,Everyone,Board,4.1 and up,42079,4.1,5000000,0
Word Crossy - A crossword game,GAME,53M,Free,Everyone,Word,4.0.3 and up,240416,4.5,5000000,0
MLB TAP SPORTS BASEBALL 2018,GAME,82M,Free,Everyone,Sports,4.2 and up,32506,4.6,1000000,0
Hero Hunters,GAME,99M,Free,Teen,Action,4.4 and up,70747,4.4,5000000,0
Cooking Madness - A Chef's Restaurant Games,GAME,49M,Free,Everyone,Arcade,4.1 and up,358817,4.7,10000000,0
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,25M,Free,Everyone,Casual,4.1 and up,15403,4.6,1000000,0
TerraGenesis - Space Colony,GAME,Varies with device,Free,Everyone,Simulation,Varies with device,38957,4.3,1000000,0
Merge Dragons!,GAME,91M,Free,Everyone,Puzzle,4.1 and up,214777,4.5,5000000,0
SHADOWGUN LEGENDS,GAME,52M,Free,Teen,Action,6.0 and up,100609,4.6,1000000,0
RULES OF SURVIVAL,GAME,56M,Free,Teen,Action,4.0 and up,1343866,4.2,10000000,0
Mafia City,GAME,56M,Free,Mature 17+,Strategy,2.3 and up,168717,4.5,10000000,0
"Cash, Inc. Money Clicker Game & Business Adventure",GAME,85M,Free,Everyone,Simulation,4.4 and up,549720,4.8,10000000,0
Dino War: Rise of Beasts,GAME,81M,Free,Teen,Strategy,4.1 and up,18996,4.1,1000000,0
Tokyo Ghoul: Dark War,GAME,82M,Free,Teen,Role Playing,4.3 and up,25094,4.3,1000000,0
Last Shelter: Survival,GAME,98M,Free,Teen,Strategy,4.0.3 and up,93033,4.4,5000000,0
Guns of Glory,GAME,77M,Free,Everyone 10+,Strategy,4.0.3 and up,120592,4,10000000,0
Lineage 2: Revolution,GAME,99M,Free,Teen,Role Playing,4.4 and up,187972,4.2,5000000,0
Final Fantasy XV: A New Empire,GAME,Varies with device,Free,Everyone 10+,Strategy,4.1 and up,484981,4,10000000,0
Girls' Frontline,GAME,96M,Free,Teen,Strategy,4.0.3 and up,2055,4.2,100000,0
Chapters: Interactive Stories,GAME,96M,Free,Mature 17+,Role Playing,4.3 and up,73539,4.5,1000000,0
Honkai Impact 3rd,GAME,82M,Free,Teen,Action,4.3 and up,59017,4.7,1000000,0
Master of Eternity(MOE),GAME,70M,Free,Teen,Strategy,4.4 and up,5829,4.2,100000,0
The Game of Life,GAME,63M,Paid,Everyone,Board,4.4 and up,18621,4.4,100000,2.99
Clue,GAME,35M,Paid,Everyone 10+,Board,5.0 and up,19922,4.6,100000,1.99
The Room: Old Sins,GAME,48M,Paid,Everyone,Puzzle,4.4 and up,21119,4.9,100000,4.99
The Escapists,GAME,84M,Paid,Teen,Strategy,2.3 and up,7412,4.4,100000,4.99
Farming Simulator 18,GAME,15M,Paid,Everyone,Simulation;Education,4.4 and up,18125,4.5,100000,4.99
RollerCoaster Tycoon® Classic,GAME,69M,Paid,Everyone,Simulation,4.0.3 and up,10795,4.6,100000,5.99
Call of Duty:Black Ops Zombies,GAME,46M,Paid,Teen,Action,2.3.3 and up,13004,4.2,100000,6.99
Star Wars ™: DIRTY,GAME,15M,Paid,Teen,Role Playing,4.1 and up,38207,4.5,100000,9.99
Monument Valley 2,GAME,33M,Paid,Everyone,Puzzle,4.4 and up,9394,4.6,100000,4.99
DRAGON BALL LEGENDS,GAME,48M,Free,Teen,Action,6.0 and up,337913,4.6,5000000,0
ROBLOX,GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4449882,4.5,100000000,0
Candy Crush Saga,GAME,74M,Free,Everyone,Casual,4.1 and up,22429716,4.4,500000000,0
Angry Birds 2,GAME,57M,Free,Everyone,Casual,4.1 and up,3883589,4.6,100000000,0
8 Ball Pool,GAME,52M,Free,Everyone,Sports,4.0.3 and up,14200550,4.5,100000000,0
Fallout Shelter,GAME,25M,Free,Teen,Simulation,4.1 and up,2719142,4.6,10000000,0
Harry Potter: Hogwarts Mystery,GAME,Varies with device,Free,Teen,Adventure,4.4 and up,1107197,4.4,10000000,0
PUBG MOBILE,GAME,36M,Free,Teen,Action,4.3 and up,3716278,4.4,50000000,0
The Sims™ FreePlay,GAME,31M,Free,Teen,Simulation,4.0.3 and up,931595,4.3,10000000,0
MARVEL Strike Force,GAME,91M,Free,Teen,Role Playing,4.4 and up,165928,4.3,5000000,0
Best Fiends - Free Puzzle Game,GAME,Varies with device,Free,Everyone,Casual,Varies with device,1480189,4.6,10000000,0
MARVEL Contest of Champions,GAME,92M,Free,Teen,Action,4.0.3 and up,2468063,4.3,50000000,0
Jurassic World™ Alive,GAME,70M,Free,Everyone 10+,Simulation,4.4 and up,309176,4.3,5000000,0
Choices: Stories You Play,GAME,93M,Free,Teen,Simulation,4.0.3 and up,807338,4.6,10000000,0
Solitaire TriPeaks,GAME,52M,Free,Everyone,Card,4.0.3 and up,446434,4.5,10000000,0
Merge Dragons!,GAME,91M,Free,Everyone,Puzzle,4.1 and up,214819,4.5,5000000,0
The Walking Dead: Road to Survival,GAME,37M,Free,Mature 17+,Role Playing,4.0.3 and up,522466,4.2,10000000,0
Hustle Castle: Fantasy Kingdom,GAME,64M,Free,Everyone 10+,Role Playing,4.1 and up,584126,4.7,10000000,0
Might & Magic: Elemental Guardians,GAME,35M,Free,Mature 17+,Role Playing,4.4 and up,32551,4.3,500000,0
Game of Thrones: Conquest™,GAME,97M,Free,Teen,Strategy,6.0 and up,90218,4,1000000,0
Love Nikki-Dress UP Queen,GAME,93M,Free,Everyone,Role Playing,4.0.3 and up,212524,4.4,5000000,0
Summoners War,GAME,28M,Free,Teen,Role Playing,4.0.3 and up,2045554,4.3,50000000,0
FINAL FANTASY BRAVE EXVIUS,GAME,83M,Free,Teen,Role Playing,4.0.3 and up,745684,4.6,5000000,0
Idle Heroes,GAME,99M,Free,Everyone 10+,Role Playing,2.3 and up,416540,4.7,10000000,0
Fate/Grand Order (English),GAME,55M,Free,Teen,Role Playing,4.0 and up,16601,4.4,500000,0
Honkai Impact 3rd,GAME,82M,Free,Teen,Action,4.3 and up,59017,4.7,1000000,0
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,14M,Free,Teen,Strategy,2.3 and up,3057481,4.4,50000000,0
War and Order,GAME,81M,Free,Teen,Strategy,4.0.3 and up,224514,4.3,5000000,0
Dungeon Hunter Champions: Epic Online Action RPG,GAME,Varies with device,Free,Teen,Role Playing,4.0.3 and up,26247,4.2,1000000,0
Candy Crush Saga,GAME,74M,Free,Everyone,Casual,4.1 and up,22430188,4.4,500000000,0
ROBLOX,GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure,4.1 and up,4449910,4.5,100000000,0
8 Ball Pool,GAME,52M,Free,Everyone,Sports,4.0.3 and up,14201891,4.5,100000000,0
Subway Surfers,GAME,76M,Free,Everyone 10+,Arcade,4.1 and up,27725352,4.5,1000000000,0
Candy Crush Soda Saga,GAME,67M,Free,Everyone,Casual,4.1 and up,6199095,4.4,100000000,0
Zombie Hunter King,GAME,50M,Free,Mature 17+,Action,2.3 and up,10493,4.3,1000000,0
Bubble Shooter,GAME,46M,Free,Everyone,Casual,4.0.3 and up,148945,4.5,10000000,0
Toon Blast,GAME,Varies with device,Free,Everyone,Puzzle,4.1 and up,1351771,4.7,10000000,0
Toy Blast,GAME,Varies with device,Free,Everyone,Puzzle,4.1 and up,1889582,4.7,50000000,0
Clash Royale,GAME,97M,Free,Everyone 10+,Strategy,4.1 and up,23136735,4.6,100000000,0
Clash of Clans,GAME,98M,Free,Everyone 10+,Strategy,4.1 and up,44893888,4.6,100000000,0
Farm Heroes Saga,GAME,70M,Free,Everyone,Casual,2.3 and up,7614415,4.4,100000000,0
Plants vs. Zombies FREE,GAME,69M,Free,Everyone 10+,Strategy,4.1 and up,4067651,4.4,100000000,0
Word Search,GAME,3.9M,Free,Everyone,Word,3.0 and up,295576,4.7,10000000,0
Block Puzzle,GAME,7.8M,Free,Everyone,Puzzle,2.3 and up,59907,4.6,5000000,0
Super Jim Jump - pixel 3d,GAME,18M,Free,Everyone,Arcade,4.0 and up,10460,4.5,1000000,0
Pou,GAME,24M,Free,Everyone,Casual,4.0 and up,10486018,4.3,500000000,0
Temple Run 2,GAME,62M,Free,Everyone,Action,4.0 and up,8119151,4.3,500000000,0
Flow Free,GAME,11M,Free,Everyone,Puzzle,4.1 and up,1295625,4.3,100000000,0
